Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Arena,Attendance,playoffs,season,playoffs_
13.0,Kansas City Kings*,26.2,40.0,42.0,41,41,0.01,-0.51,-0.49,-0.290140709000139,-0.27533837727833815,101.3,0.308,0.023,0.54,0.503,15.1,29.2,0.22,0.483,15.6,68.3,0.265,Kemper Arena,336385.0,Western Conference Finals,1981,Conference Finals
14.0,Denver Nuggets,26.8,37.0,45.0,40,42,-0.48,-0.47,-0.95,1.4144359563756546,1.4013490545061555,109.8,0.38299999999999995,0.018000000000000002,0.537,0.47700000000000004,13.4,33.1,0.3,0.509,14.6,65.4,0.23199999999999998,McNichols Sports Arena,423287.0,no playoffs,1981,no playoffs
15.0,Golden State Warriors,24.4,39.0,43.0,38,44,-1.18,-0.23,-1.41,1.0880276587505007,1.3684728303535203,101.0,0.345,0.028999999999999998,0.537,0.493,15.6,38.8,0.251,0.507,14.4,67.5,0.25,Oakland-Alameda County Coliseum Arena,412969.0,no playoffs,1981,no playoffs
16.0,San Diego Clippers,27.6,36.0,46.0,37,45,-1.59,-0.2,-1.78,0.18133794312507914,0.6780721231481369,100.2,0.308,0.055999999999999994,0.528,0.486,14.5,33.0,0.22699999999999998,0.507,16.2,66.3,0.262,San Diego Sports Arena,257597.0,no playoffs,1981,no playoffs
17.0,Seattle SuperSonics,26.8,34.0,48.0,37,45,-1.65,-0.2,-1.84,-0.8341545383753919,-0.24246215312570285,100.3,0.33299999999999996,0.016,0.521,0.47,15.7,33.1,0.254,0.46799999999999997,13.8,66.1,0.23199999999999998,King County Domed Stadium,675097.0,no playoffs,1981,no playoffs
18.0,Atlanta Hawks,26.8,31.0,51.0,33,49,-3.1,0.73,-2.37,-0.4352110635002085,0.5794434506902263,99.4,0.377,0.012,0.537,0.48,16.7,34.1,0.293,0.498,17.3,64.8,0.295,Omni Coliseum,362699.0,no playoffs,1981,no playoffs
19.0,Cleveland Cavaliers,25.7,28.0,54.0,29,53,-4.85,0.7,-4.15,-0.4352110635002085,1.1712154854376944,100.8,0.251,0.033,0.513,0.47200000000000003,14.2,33.5,0.195,0.507,15.2,66.0,0.251,Coliseum at Richfield,224499.0,no playoffs,1981,no playoffs
20.0,New Jersey Nets,25.2,24.0,58.0,26,56,-6.02,0.87,-5.15,-1.6320414881257639,0.3821861057744052,105.2,0.324,0.019,0.525,0.478,16.6,30.4,0.243,0.506,16.4,69.2,0.281,Rutgers Athletic Center,301900.0,no playoffs,1981,no playoffs
21.0,Detroit Pistons,24.3,21.0,61.0,24,58,-6.32,0.74,-5.58,-2.683801558251255,-0.4068432738888887,101.2,0.33399999999999996,0.012,0.51,0.46399999999999997,18.0,33.4,0.242,0.512,18.6,65.9,0.242,Pontiac Silverdome,228348.0,no playoffs,1981,no playoffs
22.0,Utah Jazz,25.1,28.0,54.0,26,56,-5.89,-0.1,-5.99,-0.7616193611253572,1.2698441578956097,97.7,0.305,0.024,0.536,0.491,15.5,28.3,0.23399999999999999,0.49200000000000005,13.8,66.8,0.268,Salt Palace,307835.0,no playoffs,1981,no playoffs
23.0,Dallas Mavericks,24.8,15.0,67.0,20,62,-8.4,0.07,-8.33,-1.1242952473755259,1.7301112960325271,98.6,0.359,0.024,0.519,0.466,15.2,30.7,0.27,0.516,15.1,65.0,0.245,Reunion Arena,319347.0,no playoffs,1981,no playoffs
,League Average,26.2,,,41,41,0.0,0.0,0.0,-5.153934328208274e-15,-0.012328584057241741,101.8,0.327,0.023,0.534,0.489,15.6,33.5,0.245,0.489,15.6,66.5,0.245,,411228.0,no playoffs,1981,no playoffs
1.0,Boston Celtics*,27.3,61.0,21.0,60,22,7.79,-0.42,7.37,1.7959920403573066,-1.1283613895814244,102.6,0.332,0.057,0.55,0.501,15.4,34.8,0.258,0.475,16.5,67.8,0.23399999999999999,Boston Garden,596349.0,Eastern Conference Finals,1980,Conference Finals
2.0,Los Angeles Lakers*,26.2,60.0,22.0,55,27,5.9,-0.51,5.4,1.8393370738601562,-0.4586243067330965,104.1,0.284,0.013999999999999999,0.569,0.53,16.5,32.6,0.22,0.475,14.0,66.9,0.18100000000000002,The Forum,582882.0,Finals,1980,Finals
3.0,Seattle SuperSonics*,27.0,56.0,26.0,53,29,4.66,-0.42,4.24,0.23557083425462957,-1.36276936857834,101.8,0.298,0.025,0.52,0.474,14.9,36.4,0.22899999999999998,0.46299999999999997,15.4,67.9,0.221,King County Domed Stadium,,Western Conference Finals,1980,Conference Finals
4.0,Philadelphia 76ers*,27.0,59.0,23.0,52,30,4.22,-0.18,4.04,-0.1111894337681855,-1.4297430768631738,103.0,0.34,0.017,0.544,0.494,17.2,33.5,0.262,0.46,15.5,66.7,0.217,The Spectrum,,Finals,1980,Finals
5.0,Milwaukee Bucks*,25.3,49.0,33.0,51,31,3.94,-0.37,3.57,0.66902116928315,-0.7934928481572604,102.4,0.278,0.021,0.532,0.491,15.0,35.2,0.212,0.467,16.2,63.8,0.22899999999999998,MECCA Arena,,Western Conference Semifinals,1980,Conference Semifinals
6.0,Phoenix Suns*,26.5,55.0,27.0,50,32,3.6,-0.35,3.25,0.14888076724892427,-1.027900827154176,104.8,0.341,0.039,0.5479999999999999,0.498,16.4,30.4,0.263,0.483,16.5,66.9,0.213,Arizona Veterans Memorial Coliseum,,Western Conference Semifinals,1980,Conference Semifinals
7.0,Atlanta Hawks*,26.1,50.0,32.0,49,33,2.91,-0.09,2.83,-0.024499366762480195,-0.9944139730117616,98.9,0.376,0.011000000000000001,0.523,0.465,15.4,36.9,0.29,0.461,17.1,65.6,0.29100000000000004,Omni Coliseum,,Eastern Conference Semifinals,1980,Conference Semifinals
8.0,Kansas City Kings*,25.5,47.0,35.0,49,33,3.13,-0.32,2.82,-0.544639768796706,-1.4297430768631738,103.2,0.3,0.015,0.522,0.48,14.5,31.0,0.223,0.479,17.9,68.1,0.273,Kemper Arena,,Western Conference First Round,1980,First Round
9.0,Cleveland Cavaliers,27.4,37.0,45.0,42,40,0.34,0.09,0.43,0.6256761357803003,0.3785470468273132,105.6,0.27399999999999997,0.023,0.519,0.47600000000000003,13.2,33.1,0.212,0.505,16.3,65.9,0.21600000000000003,Coliseum at Richfield,,no playoffs,1980,no playoffs
10.0,Houston Rockets*,27.3,41.0,41.0,41,41,0.17,0.1,0.27,1.2325066048202253,0.9143367131059736,101.2,0.31,0.051,0.5329999999999999,0.48700000000000004,15.5,37.6,0.23800000000000002,0.499,16.1,63.2,0.23,The Summit,,Eastern Conference Semifinals,1980,Conference Semifinals
11.0,San Antonio Spurs*,26.9,41.0,41.0,40,42,-0.38,0.13,-0.24,1.4492317723344854,1.2492052545301375,109.5,0.327,0.027000000000000003,0.5529999999999999,0.502,15.2,31.8,0.262,0.506,14.4,66.8,0.21600000000000003,HemisFair Arena,,Eastern Conference First Round,1980,First Round
12.0,Indiana Pacers,25.3,37.0,45.0,39,43,-0.7,0.16,-0.54,0.1055357337460747,0.3115733385424795,104.4,0.303,0.040999999999999995,0.523,0.479,14.8,35.4,0.228,0.493,17.0,62.5,0.23,Market Square Arena,,no playoffs,1980,no playoffs
13.0,Portland Trail Blazers*,26.3,38.0,44.0,39,43,-0.82,-0.05,-0.87,-0.8047099698138157,-0.3246768901634338,98.6,0.293,0.018000000000000002,0.519,0.47700000000000004,16.1,35.5,0.218,0.48200000000000004,15.3,67.9,0.245,Memorial Coliseum,,Western Conference First Round,1980,First Round
14.0,New York Knicks,24.1,39.0,43.0,38,44,-1.15,0.19,-0.96,0.5389860687745951,0.7469024423938917,106.5,0.29600000000000004,0.025,0.539,0.498,15.7,33.7,0.221,0.498,16.4,64.0,0.263,Madison Square Garden (IV),,no playoffs,1980,no playoffs
15.0,New Jersey Nets,26.1,34.0,48.0,38,44,-1.17,0.19,-0.98,-1.628265606368007,-0.9274402647269279,106.1,0.321,0.04,0.518,0.466,16.6,32.1,0.251,0.47200000000000003,16.5,66.4,0.263,Rutgers Athletic Center,,no playoffs,1980,no playoffs
16.0,Washington Bullets*,29.0,39.0,43.0,34,48,-2.55,0.28,-2.27,-0.891400036819521,0.14413906783039757,102.6,0.263,0.031,0.504,0.46299999999999997,13.7,33.3,0.19899999999999998,0.469,12.3,69.5,0.218,Capital Centre,,Eastern Conference First Round,1980,First Round
17.0,Chicago Bulls,25.9,30.0,52.0,34,48,-2.71,0.08,-2.63,-0.414604668288151,0.5794681716818096,101.8,0.373,0.04,0.545,0.489,17.2,32.2,0.29100000000000004,0.5,15.7,68.0,0.251,Chicago Stadium,,no playoffs,1980,no playoffs
18.0,San Diego Clippers,27.6,35.0,47.0,30,52,-4.15,0.18,-3.97,0.19222580075178,1.5171000876694676,101.4,0.289,0.07200000000000001,0.522,0.48200000000000004,14.6,34.2,0.213,0.503,14.2,65.4,0.215,San Diego Sports Arena,,no playoffs,1980,no playoffs
19.0,Golden State Warriors,26.3,24.0,58.0,29,53,-4.39,0.2,-4.2,-1.4115404388537467,0.345060192684894,100.5,0.262,0.017,0.52,0.484,15.5,31.1,0.193,0.498,15.5,69.8,0.273,Oakland-Alameda County Coliseum Arena,,no playoffs,1980,no playoffs
20.0,Denver Nuggets,27.1,30.0,52.0,30,52,-4.41,0.2,-4.22,-0.8047099698138157,0.7803892965363062,103.9,0.34,0.034,0.517,0.469,15.1,33.6,0.25,0.49700000000000005,14.4,67.8,0.22399999999999998,McNichols Sports Arena,,no playoffs,1980,no playoffs
21.0,Utah Jazz,25.9,24.0,58.0,25,57,-6.01,0.31,-5.71,-0.4579497017910006,1.7180212125239689,97.6,0.285,0.027000000000000003,0.547,0.5,16.7,29.7,0.23,0.5,13.5,67.1,0.237,Salt Palace,,no playoffs,1980,no playoffs
22.0,Detroit Pistons,24.7,16.0,66.0,22,60,-8.24,0.67,-7.57,-1.7583007068765617,1.1822315462453037,107.1,0.28300000000000003,0.028999999999999998,0.523,0.483,16.9,32.3,0.209,0.499,15.2,64.7,0.239,Pontiac Silverdome,,no playoffs,1980,no playoffs
,League Average,26.5,,,41,41,0.0,0.0,0.0,0.01884566674036938,0.010191651260730085,103.1,0.307,0.031,0.531,0.486,15.5,33.5,0.235,0.486,15.5,66.5,0.235,,589616.0,no playoffs,1980,no playoffs
1.0,San Antonio Spurs*,27.3,48.0,34.0,53,29,5.18,-0.21,4.97,1.261805403103086,-0.6781425693872415,110.6,0.312,,0.5539999999999999,0.506,15.8,30.2,0.248,0.47700000000000004,15.9,66.9,0.221,HemisFair Arena,,Eastern Conference Finals,1979,Conference Finals
2.0,Washington Bullets*,28.2,54.0,28.0,53,29,4.99,-0.24,4.75,1.378046488302174,-0.5388811488880787,106.5,0.308,,0.527,0.485,13.7,34.0,0.22699999999999998,0.475,13.1,70.1,0.17600000000000002,Capital Centre,,Finals,1979,Finals
3.0,Phoenix Suns*,25.5,50.0,32.0,50,32,3.7,-0.15,3.55,0.7193470055073677,-0.6781425693872415,108.5,0.306,,0.555,0.512,17.1,30.9,0.235,0.495,17.7,65.8,0.21100000000000002,Arizona Veterans Memorial Coliseum,,Western Conference Finals,1979,Conference Finals
4.0,Los Angeles Lakers*,27.1,47.0,35.0,49,33,3.06,-0.12,2.95,0.8743351191061421,-0.30677878138947184,105.9,0.282,,0.557,0.517,15.9,27.6,0.217,0.484,15.1,66.5,0.18,The Forum,482611.0,Western Conference Semifinals,1979,Conference Semifinals
5.0,Kansas City Kings*,25.7,48.0,34.0,48,34,2.88,-0.15,2.73,0.25438266471103377,-0.9102449368858483,107.3,0.313,,0.5329999999999999,0.49200000000000005,15.8,31.9,0.228,0.486,18.4,67.5,0.307,Kemper Arena,,Western Conference Semifinals,1979,Conference Semifinals
6.0,Seattle SuperSonics*,26.8,52.0,30.0,48,34,2.72,-0.03,2.69,-0.4430638464834645,-1.7458134598808381,103.4,0.307,,0.514,0.46799999999999997,15.7,34.8,0.231,0.46299999999999997,15.0,69.1,0.209,King County Domed Stadium,,Finals,1979,Finals
7.0,Milwaukee Bucks,24.8,38.0,44.0,47,35,2.22,-0.1,2.12,0.8355880907064499,0.06458500660829772,106.5,0.26,,0.54,0.503,15.4,32.2,0.198,0.49,16.9,65.9,0.242,MECCA Arena,,no playoffs,1979,no playoffs
8.0,Atlanta Hawks*,24.6,46.0,36.0,47,35,2.09,-0.16,1.92,0.6805999771076701,-0.12109688739059038,102.5,0.342,,0.525,0.473,15.2,36.1,0.262,0.489,18.2,66.6,0.297,Omni Coliseum,,Eastern Conference Semifinals,1979,Conference Semifinals
9.0,Philadelphia 76ers*,26.4,47.0,35.0,46,36,1.85,-0.11,1.74,-0.7142930452813264,-1.6529725128813941,106.7,0.32899999999999996,,0.535,0.488,17.4,31.4,0.247,0.46399999999999997,15.8,68.4,0.22899999999999998,The Spectrum,,Eastern Conference Semifinals,1979,Conference Semifinals
10.0,Denver Nuggets*,26.2,47.0,35.0,44,38,1.28,-0.04,1.24,0.21563563631134156,-0.30677878138947184,105.9,0.389,,0.53,0.48100000000000004,16.3,35.0,0.28,0.47700000000000004,15.1,68.1,0.225,McNichols Sports Arena,,Western Conference First Round,1979,First Round
11.0,Portland Trail Blazers*,25.6,45.0,37.0,44,38,1.26,-0.14,1.12,0.17688860791164385,-0.3531992548891972,103.4,0.322,,0.53,0.483,16.5,34.8,0.24600000000000002,0.488,16.8,69.3,0.268,Memorial Coliseum,,Western Conference First Round,1979,First Round
12.0,Houston Rockets*,27.6,47.0,35.0,43,39,0.98,-0.06,0.92,1.8817578574982001,1.7821425260979895,103.8,0.311,,0.545,0.49700000000000005,15.1,35.2,0.24600000000000002,0.498,14.0,67.9,0.213,The Summit,,Eastern Conference First Round,1979,First Round
13.0,Golden State Warriors,25.2,38.0,44.0,42,40,0.38,0.08,0.46,-0.5593049316825466,-0.8638244633861295,102.2,0.251,,0.521,0.48700000000000004,15.3,31.6,0.183,0.48100000000000004,16.2,68.7,0.221,Oakland-Alameda County Coliseum Arena,,no playoffs,1979,no playoffs
14.0,Indiana Pacers,25.0,38.0,44.0,37,45,-1.6,0.19,-1.41,-0.32682276128438237,0.29668737410690454,105.3,0.308,,0.521,0.475,15.2,32.0,0.23399999999999999,0.478,15.9,66.1,0.249,Market Square Arena,,no playoffs,1979,no playoffs
15.0,San Diego Clippers,27.3,43.0,39.0,37,45,-1.78,0.02,-1.76,0.9130821475058398,1.8749834730974335,106.3,0.321,,0.528,0.483,15.6,37.5,0.23800000000000002,0.491,14.7,65.1,0.226,San Diego Sports Arena,,no playoffs,1979,no playoffs
16.0,Detroit Pistons,25.4,30.0,52.0,34,48,-2.67,0.07,-2.6,-0.6755460168816343,0.3431078476066233,107.2,0.287,,0.513,0.475,15.4,33.1,0.20600000000000002,0.493,16.8,64.7,0.22699999999999998,Pontiac Silverdome,,no playoffs,1979,no playoffs
17.0,New York Knicks,25.7,31.0,51.0,32,50,-3.38,0.09,-3.29,-0.6367989884819365,0.7144716356043994,104.9,0.27899999999999997,,0.52,0.48700000000000004,15.9,32.5,0.196,0.483,15.4,66.5,0.256,Madison Square Garden (IV),,no playoffs,1979,no playoffs
18.0,Cleveland Cavaliers,27.3,30.0,52.0,31,51,-3.72,0.15,-3.57,-0.05559356248652041,1.5964606320991013,102.7,0.27699999999999997,,0.512,0.46799999999999997,13.9,32.2,0.213,0.503,15.9,66.8,0.257,Coliseum at Richfield,,no playoffs,1979,no playoffs
19.0,Chicago Bulls,26.2,31.0,51.0,31,51,-3.96,0.18,-3.78,-0.9855222440791884,0.5752102151052301,102.9,0.307,,0.532,0.489,18.3,34.0,0.23,0.49700000000000005,15.0,69.9,0.209,Chicago Stadium,,no playoffs,1979,no playoffs
20.0,New Jersey Nets*,25.7,37.0,45.0,30,52,-4.17,0.17,-4.0,-2.264174181269103,-0.9566654103855736,109.5,0.34700000000000003,,0.509,0.46,17.7,31.8,0.253,0.48,18.3,65.8,0.29600000000000004,Rutgers Athletic Center,,Eastern Conference First Round,1979,First Round
21.0,Boston Celtics,27.5,29.0,53.0,28,54,-5.05,0.27,-4.78,-0.8692811588801063,1.178676370601613,106.5,0.316,,0.53,0.48,17.0,31.3,0.248,0.508,15.9,68.1,0.20800000000000002,Boston Garden,417926.0,no playoffs,1979,no playoffs
22.0,New Orleans Jazz,26.7,26.0,56.0,26,56,-6.24,0.28,-5.97,-1.6442217268739945,0.7144716356043994,108.6,0.321,,0.518,0.46799999999999997,17.1,31.7,0.24600000000000002,0.48100000000000004,15.1,64.3,0.207,Louisiana Superdome,,no playoffs,1979,no playoffs
,League Average,26.2,,,41,41,0.0,0.0,0.0,-0.016846534086828204,-0.02825594039114633,105.8,0.309,,0.53,0.485,16.0,32.8,0.23199999999999998,0.485,16.0,67.2,0.23199999999999998,,450269.0,no playoffs,1979,no playoffs
1.0,Portland Trail Blazers*,25.3,58.0,24.0,57,25,6.15,-0.23,5.92,1.0420406692471638,-1.7922883275470645,104.2,0.307,,0.528,0.483,16.3,32.0,0.233,0.449,16.3,69.4,0.239,Memorial Coliseum,,Western Conference Semifinals,1978,Conference Semifinals
2.0,Philadelphia 76ers*,26.2,55.0,27.0,54,28,5.15,-0.27,4.87,1.9384417961389129,-0.2871039017036564,108.4,0.38299999999999995,,0.539,0.486,16.7,34.4,0.28800000000000003,0.461,16.2,66.4,0.23199999999999998,The Spectrum,,Eastern Conference Finals,1978,Conference Finals
3.0,Phoenix Suns*,25.5,49.0,33.0,51,31,3.73,-0.24,3.5,-0.278971517751198,-1.8893970001821245,111.4,0.297,,0.52,0.47600000000000003,16.6,29.8,0.223,0.469,18.6,68.2,0.22899999999999998,Arizona Veterans Memorial Coliseum,,Western Conference First Round,1978,First Round
4.0,San Antonio Spurs*,26.9,52.0,30.0,49,33,3.35,-0.15,3.2,1.7025467627463482,0.24699379778917097,109.0,0.294,,0.547,0.5,16.3,28.6,0.237,0.47200000000000003,15.7,65.9,0.185,HemisFair Arena,,Eastern Conference Semifinals,1978,Conference Semifinals
5.0,Los Angeles Lakers*,25.7,45.0,37.0,48,34,2.67,-0.08,2.59,1.1363986826041912,-0.04433222011600947,106.1,0.273,,0.526,0.48700000000000004,15.3,30.4,0.205,0.46299999999999997,15.2,66.0,0.19399999999999998,The Forum,534017.0,Western Conference First Round,1978,First Round
6.0,Seattle SuperSonics*,26.0,47.0,35.0,45,37,1.55,-0.06,1.48,-0.797940591214838,-1.5495166459594176,104.8,0.305,,0.489,0.447,15.8,35.9,0.217,0.45899999999999996,16.5,69.9,0.226,Seattle Center Coliseum,,Finals,1978,Finals
7.0,Washington Bullets*,27.4,44.0,38.0,43,39,0.93,-0.1,0.82,0.19281854903393172,-0.18999522906859623,108.1,0.342,,0.506,0.461,15.3,33.5,0.243,0.467,13.9,70.7,0.17800000000000002,Capital Centre,,Finals,1978,Finals
8.0,Denver Nuggets*,25.2,48.0,34.0,43,39,0.83,-0.03,0.8,0.6646086158190614,0.2955481341066976,108.5,0.364,,0.531,0.47700000000000004,16.8,31.6,0.278,0.47200000000000003,15.5,68.3,0.223,McNichols Sports Arena,,Western Conference Finals,1978,Conference Finals
9.0,Cleveland Cavaliers*,27.8,43.0,39.0,42,40,0.48,-0.04,0.44,-0.46768754446524585,-0.7240929285614167,103.5,0.275,,0.496,0.45399999999999996,13.8,29.9,0.204,0.456,14.7,68.8,0.207,Coliseum at Richfield,,Eastern Conference First Round,1978,First Round
10.0,Golden State Warriors,26.6,43.0,39.0,42,40,0.34,0.07,0.41,-0.6092245645007901,-0.7726472648789502,106.0,0.272,,0.507,0.467,15.0,29.7,0.203,0.465,17.1,68.9,0.247,Oakland-Alameda County Coliseum Arena,,no playoffs,1978,no playoffs
11.0,Atlanta Hawks*,25.0,41.0,41.0,41,41,-0.13,0.01,-0.13,-0.5620455578222732,-0.5298755832913032,103.3,0.319,,0.514,0.46,16.1,30.8,0.253,0.474,19.9,67.0,0.32899999999999996,Omni Coliseum,,Eastern Conference First Round,1978,First Round
12.0,New York Knicks*,27.0,43.0,39.0,40,42,-0.55,0.02,-0.53,0.38153457574798627,0.6354284883294047,109.7,0.284,,0.528,0.488,16.7,31.0,0.214,0.47200000000000003,15.8,68.2,0.262,Madison Square Garden (IV),,Eastern Conference Semifinals,1978,Conference Semifinals
13.0,Milwaukee Bucks*,23.8,44.0,38.0,40,42,-0.59,-0.01,-0.59,0.4287135824264966,0.7325371609644648,108.7,0.282,,0.52,0.48200000000000004,15.9,32.1,0.204,0.48100000000000004,16.9,66.8,0.237,MECCA Arena,,Western Conference Semifinals,1978,Conference Semifinals
14.0,Chicago Bulls,26.5,40.0,42.0,39,43,-0.89,0.1,-0.79,0.5230715957835239,0.9753088425521117,101.5,0.35100000000000003,,0.524,0.473,17.0,34.5,0.265,0.49,15.4,70.8,0.20199999999999999,Chicago Stadium,,no playoffs,1978,no playoffs
15.0,Detroit Pistons,25.9,38.0,44.0,38,44,-1.24,0.03,-1.22,-0.278971517751198,0.2955481341066976,107.7,0.335,,0.524,0.478,17.9,33.0,0.247,0.479,16.6,67.6,0.21600000000000003,Cobo Arena,,no playoffs,1978,no playoffs
16.0,Kansas City Kings,26.1,31.0,51.0,36,46,-1.89,0.13,-1.76,-0.1846135043941707,0.6354284883294047,108.2,0.293,,0.514,0.466,16.2,31.0,0.23,0.474,16.3,68.1,0.266,Kemper Arena,,no playoffs,1978,no playoffs
17.0,New Orleans Jazz,26.7,39.0,43.0,36,46,-1.87,0.06,-1.8,-0.9394776112503755,-0.1414408927510696,108.3,0.302,,0.505,0.462,16.2,32.3,0.21899999999999997,0.461,14.5,69.5,0.209,Louisiana Superdome,,no playoffs,1978,no playoffs
18.0,Boston Celtics,29.7,32.0,50.0,36,46,-1.95,0.09,-1.86,-0.845119597893355,0.004222116201524054,105.9,0.28300000000000003,,0.505,0.45799999999999996,16.1,32.4,0.22,0.456,13.9,71.4,0.226,Boston Garden,437937.0,no playoffs,1978,no playoffs
19.0,Indiana Pacers,24.6,31.0,51.0,35,47,-2.5,0.13,-2.37,-0.6092245645007901,0.48976547937681786,108.2,0.32899999999999996,,0.5,0.45,15.6,33.2,0.245,0.474,16.8,66.0,0.24,Market Square Arena,,no playoffs,1978,no playoffs
20.0,Buffalo Braves,27.1,27.0,55.0,31,51,-3.74,0.19,-3.55,-0.278971517751198,1.412297869409872,104.3,0.316,,0.518,0.466,15.9,29.5,0.247,0.47600000000000003,14.7,68.3,0.223,Buffalo Memorial Auditorium,,no playoffs,1978,no playoffs
21.0,Houston Rockets,25.4,28.0,54.0,30,52,-4.0,0.17,-3.83,0.6174296091405511,2.5290476047130466,101.3,0.247,,0.499,0.45799999999999996,13.9,34.0,0.191,0.48200000000000004,14.4,67.0,0.22899999999999998,The Summit,,no playoffs,1978,no playoffs
22.0,New Jersey Nets,25.5,24.0,58.0,26,56,-5.82,0.21,-5.61,-2.779458871712384,-0.335658238021183,110.9,0.28800000000000003,,0.485,0.44299999999999995,16.4,30.4,0.20600000000000002,0.465,17.4,66.4,0.28,Rutgers Athletic Center,,no playoffs,1978,no playoffs
,League Average,26.2,,,41,41,0.0,0.0,0.0,0.004102522319883869,0.004222116201524054,106.7,0.306,,0.515,0.469,16.0,31.8,0.23,0.469,16.0,68.2,0.23,,485977.0,no playoffs,1978,no playoffs
1.0,Portland Trail Blazers*,24.5,49.0,33.0,55,27,5.59,-0.2,5.39,1.3936659864296979,-0.837508574350429,108.0,0.33399999999999996,,0.53,0.48100000000000004,16.9,33.4,0.254,0.46,17.2,69.3,0.255,Memorial Coliseum,,Finals,1977,Finals
2.0,Denver Nuggets*,27.3,50.0,32.0,54,28,5.22,-0.27,4.95,0.44531339211363974,-1.856982799952498,111.2,0.373,,0.531,0.48100000000000004,18.8,34.2,0.275,0.46299999999999997,18.2,68.0,0.21100000000000002,McNichols Sports Arena,,Western Conference Semifinals,1977,Conference Semifinals
3.0,Philadelphia 76ers*,25.6,50.0,32.0,51,31,3.94,-0.16,3.78,0.6349839109768514,-1.0521347271087618,108.3,0.373,,0.53,0.48,18.3,34.6,0.275,0.451,16.7,66.0,0.19699999999999998,The Spectrum,,Finals,1977,Finals
4.0,Golden State Warriors*,25.8,46.0,36.0,49,33,3.22,-0.12,3.1,1.0901931562485603,-0.032660501506692856,107.8,0.27699999999999997,,0.518,0.475,15.6,33.0,0.21100000000000002,0.47,17.2,67.8,0.22399999999999998,Oakland-Alameda County Coliseum Arena,,Western Conference Semifinals,1977,Conference Semifinals
5.0,Los Angeles Lakers*,27.2,53.0,29.0,48,34,2.72,-0.08,2.64,0.710852118522137,-0.35459973064418426,104.7,0.253,,0.515,0.478,15.3,31.0,0.188,0.452,15.6,66.1,0.19399999999999998,The Forum,501434.0,Western Conference Finals,1977,Conference Finals
6.0,Houston Rockets*,25.8,49.0,33.0,45,37,1.61,-0.17,1.44,1.886809335474047,1.7916617969391122,101.3,0.287,,0.529,0.483,16.2,36.0,0.226,0.465,14.3,70.1,0.237,The Summit,,Eastern Conference Finals,1977,Conference Finals
7.0,Cleveland Cavaliers*,27.4,43.0,39.0,44,38,1.12,-0.04,1.08,0.17977466570514236,-0.35459973064418426,101.5,0.259,,0.489,0.449,13.7,32.6,0.191,0.449,15.7,68.1,0.24100000000000002,Coliseum at Richfield,,Eastern Conference First Round,1977,First Round
8.0,Kansas City Kings,25.9,40.0,42.0,43,39,0.88,0.05,0.93,0.369445184568354,0.020996036682886507,106.4,0.27699999999999997,,0.509,0.46,15.4,30.9,0.221,0.47200000000000003,17.4,70.3,0.264,Kemper Arena,,no playoffs,1977,no playoffs
9.0,Chicago Bulls*,26.1,44.0,38.0,44,38,0.9,0.02,0.92,-0.46510509842977826,-1.1594478034879205,100.0,0.3,,0.498,0.452,16.0,33.5,0.22399999999999998,0.466,16.8,71.9,0.201,Chicago Stadium,,Western Conference First Round,1977,First Round
10.0,Washington Bullets*,27.4,48.0,34.0,44,38,1.02,-0.12,0.9,-0.08576406070335499,-0.6228824215920963,105.9,0.303,,0.51,0.47,16.5,31.6,0.217,0.45799999999999996,14.9,70.3,0.18899999999999997,Capital Centre,,Eastern Conference Semifinals,1977,Conference Semifinals
11.0,Phoenix Suns,26.6,34.0,48.0,43,39,0.73,-0.09,0.64,-0.540973305975064,-1.105791265298341,106.6,0.32299999999999995,,0.519,0.47,18.1,29.0,0.247,0.462,18.1,67.9,0.265,Arizona Veterans Memorial Coliseum,,no playoffs,1977,no playoffs
12.0,San Antonio Spurs*,25.8,44.0,38.0,43,39,0.61,-0.08,0.53,1.1281272600212005,1.3087529532328674,111.8,0.32899999999999996,,0.5379999999999999,0.485,16.8,29.2,0.263,0.48700000000000004,16.9,65.7,0.187,HemisFair Arena,,Eastern Conference First Round,1977,First Round
13.0,New York Knicks,27.8,40.0,42.0,41,41,-0.01,0.03,0.01,0.21770876947778253,0.28927872763079854,108.1,0.276,,0.527,0.486,16.6,26.4,0.21100000000000002,0.47,15.7,69.7,0.23,Madison Square Garden (IV),,no playoffs,1977,no playoffs
14.0,Detroit Pistons*,25.8,44.0,38.0,38,44,-1.04,0.04,-1.0,0.2935769770230683,0.933157185905789,108.8,0.252,,0.518,0.483,16.6,30.7,0.185,0.47200000000000003,17.4,65.5,0.256,Cobo Arena,,Western Conference First Round,1977,First Round
15.0,Seattle SuperSonics,25.0,40.0,42.0,37,45,-1.55,0.12,-1.43,-1.0720507587920534,-0.7301954979712627,106.8,0.312,,0.491,0.45,16.8,33.8,0.215,0.462,18.4,65.9,0.254,Seattle Center Coliseum,,no playoffs,1977,no playoffs
