away,away_asts,away_rebs,away_scores,home,home_asts,home_rebs,home_scores,i_home,i_away
sas,18.0,44.0,98.0,hou,17.0,41.0,81.0,23,28
gsw,13.0,46.0,87.0,hou,22.0,54.0,98.0,23,15
hou,25.0,40.0,113.0,min,22.0,41.0,101.0,29,23
phi,16.0,47.0,88.0,hou,19.0,46.0,87.0,23,19
hou,11.0,54.0,69.0,okc,14.0,45.0,65.0,27,23
hou,24.0,35.0,93.0,mem,27.0,38.0,119.0,18,23
lal,20.0,38.0,92.0,hou,17.0,47.0,98.0,23,6
dal,17.0,47.0,95.0,hou,17.0,50.0,92.0,23,25
nyk,19.0,38.0,91.0,hou,25.0,40.0,86.0,23,9
sac,26.0,41.0,102.0,hou,16.0,48.0,89.0,23,7
lac,17.0,40.0,85.0,hou,23.0,45.0,102.0,23,12
hou,26.0,44.0,117.0,mil,23.0,32.0,103.0,17,23
mem,22.0,52.0,105.0,hou,26.0,39.0,96.0,23,18
hou,19.0,42.0,114.0,min,23.0,43.0,112.0,29,23
pho,16.0,57.0,100.0,hou,16.0,40.0,95.0,23,16
hou,15.0,44.0,93.0,gsw,21.0,43.0,105.0,15,23
hou,18.0,42.0,113.0,sac,22.0,44.0,109.0,7,23
den,20.0,52.0,108.0,hou,24.0,51.0,96.0,23,13
hou,17.0,55.0,115.0,den,30.0,51.0,111.0,13,23
nop,19.0,43.0,90.0,hou,21.0,45.0,99.0,23,24
atl,27.0,43.0,97.0,hou,26.0,37.0,104.0,23,5
por,22.0,42.0,110.0,hou,19.0,35.0,95.0,23,14
hou,25.0,54.0,117.0,mem,31.0,44.0,111.0,18,23
hou,20.0,42.0,106.0,sas,22.0,38.0,110.0,28,23
was,19.0,38.0,103.0,hou,21.0,35.0,104.0,23,22
cho,22.0,41.0,102.0,hou,15.0,41.0,83.0,23,26
hou,22.0,38.0,83.0,nop,24.0,49.0,111.0,24,23
mia,21.0,48.0,115.0,hou,20.0,33.0,79.0,23,2
hou,25.0,41.0,105.0,chi,27.0,47.0,114.0,11,23
hou,26.0,50.0,105.0,cle,16.0,37.0,93.0,4,23
hou,25.0,36.0,120.0,nyk,22.0,38.0,96.0,9,23
uta,24.0,33.0,97.0,hou,20.0,41.0,82.0,23,8
hou,22.0,42.0,113.0,brk,18.0,41.0,99.0,21,23
hou,26.0,38.0,113.0,orl,22.0,39.0,120.0,1,23
okc,25.0,41.0,112.0,hou,25.0,43.0,101.0,23,27
gsw,22.0,39.0,106.0,hou,32.0,49.0,131.0,23,15
ind,26.0,39.0,110.0,hou,21.0,43.0,98.0,23,20
hou,23.0,46.0,113.0,gsw,26.0,46.0,126.0,15,23
hou,24.0,41.0,113.0,pho,21.0,44.0,111.0,16,23
hou,22.0,46.0,99.0,lal,20.0,53.0,87.0,6,23
dal,21.0,39.0,99.0,hou,16.0,46.0,94.0,23,25
hou,22.0,50.0,93.0,bos,14.0,48.0,87.0,3,23
hou,23.0,39.0,101.0,det,28.0,44.0,114.0,10,23
chi,18.0,47.0,101.0,hou,16.0,60.0,90.0,23,11
mil,32.0,42.0,117.0,hou,29.0,41.0,111.0,23,17
por,24.0,40.0,98.0,hou,20.0,39.0,109.0,23,14
hou,28.0,47.0,127.0,pho,18.0,39.0,118.0,16,23
hou,26.0,41.0,95.0,lac,25.0,49.0,110.0,12,23
hou,20.0,47.0,100.0,dal,26.0,50.0,111.0,25,23
tor,22.0,52.0,98.0,hou,12.0,39.0,76.0,23,0
min,23.0,56.0,113.0,hou,17.0,58.0,102.0,23,29
lac,27.0,46.0,110.0,hou,18.0,49.0,105.0,23,12
brk,26.0,41.0,102.0,hou,17.0,44.0,98.0,23,21
cle,21.0,36.0,105.0,hou,19.0,53.0,103.0,23,4
hou,30.0,41.0,96.0,atl,23.0,49.0,104.0,5,23
mem,24.0,40.0,100.0,hou,27.0,38.0,102.0,23,18
det,23.0,55.0,103.0,hou,20.0,50.0,93.0,23,10
hou,25.0,48.0,114.0,den,23.0,44.0,100.0,13,23
hou,21.0,40.0,100.0,por,25.0,60.0,105.0,14,23
hou,19.0,37.0,91.0,uta,23.0,57.0,109.0,8,23
hou,17.0,43.0,100.0,lac,24.0,50.0,98.0,12,23
orl,27.0,47.0,107.0,hou,19.0,40.0,94.0,23,1
den,27.0,49.0,118.0,hou,23.0,42.0,108.0,23,13
pho,28.0,36.0,102.0,hou,20.0,49.0,117.0,23,16
hou,16.0,35.0,110.0,ind,21.0,40.0,100.0,20,23
hou,29.0,43.0,95.0,nop,20.0,37.0,93.0,24,23
min,34.0,41.0,120.0,hou,26.0,31.0,110.0,23,29
hou,18.0,53.0,99.0,was,17.0,43.0,91.0,22,23
hou,21.0,41.0,96.0,tor,20.0,48.0,99.0,0,23
sac,24.0,42.0,115.0,hou,30.0,57.0,111.0,23,7
hou,24.0,55.0,108.0,dal,23.0,41.0,101.0,25,23
hou,18.0,42.0,115.0,okc,21.0,51.0,112.0,27,23
hou,25.0,39.0,98.0,sas,21.0,47.0,110.0,28,23
sas,19.0,39.0,103.0,hou,23.0,40.0,104.0,23,28
nop,16.0,40.0,121.0,hou,22.0,39.0,114.0,23,24
hou,19.0,49.0,100.0,cho,23.0,43.0,90.0,26,23
uta,28.0,49.0,117.0,hou,23.0,44.0,91.0,23,8
dal,23.0,38.0,101.0,sas,17.0,33.0,100.0,28,25
sas,20.0,45.0,89.0,pho,15.0,50.0,94.0,16,28
atl,25.0,50.0,94.0,sas,26.0,37.0,92.0,28,5
sas,17.0,41.0,81.0,hou,18.0,44.0,98.0,23,28
nop,15.0,49.0,99.0,sas,22.0,30.0,100.0,28,24
sas,20.0,39.0,89.0,lac,26.0,44.0,85.0,12,28
sas,28.0,36.0,113.0,gsw,23.0,38.0,100.0,15,28
sas,28.0,44.0,93.0,lal,17.0,46.0,80.0,6,28
sas,24.0,38.0,91.0,sac,19.0,42.0,94.0,7,28
phi,27.0,52.0,100.0,sas,15.0,39.0,75.0,28,19
sas,26.0,42.0,92.0,cle,23.0,38.0,90.0,4,28
sas,26.0,53.0,121.0,min,16.0,34.0,92.0,29,28
brk,29.0,48.0,99.0,sas,24.0,44.0,87.0,28,21
ind,21.0,45.0,106.0,sas,23.0,36.0,100.0,28,20
sac,29.0,33.0,112.0,sas,22.0,46.0,104.0,28,7
sas,25.0,45.0,111.0,bos,21.0,42.0,89.0,3,28
sas,25.0,52.0,109.0,phi,22.0,42.0,103.0,19,28
sas,23.0,58.0,93.0,brk,20.0,54.0,95.0,21,28
sas,25.0,44.0,107.0,mem,19.0,37.0,101.0,18,28
min,30.0,43.0,123.0,sas,20.0,33.0,101.0,28,29
sas,23.0,37.0,96.0,uta,18.0,43.0,100.0,8,28
nyk,22.0,35.0,109.0,sas,22.0,36.0,95.0,28,9
lal,23.0,47.0,110.0,sas,27.0,49.0,112.0,28,6
sas,26.0,43.0,99.0,den,20.0,45.0,91.0,13,28
sas,19.0,42.0,95.0,por,18.0,46.0,108.0,14,28
mem,31.0,60.0,116.0,sas,29.0,58.0,117.0,28,18
por,24.0,60.0,119.0,sas,18.0,58.0,129.0,28,14
sas,10.0,48.0,93.0,dal,18.0,40.0,99.0,25,28
lac,37.0,33.0,125.0,sas,23.0,36.0,118.0,28,12
okc,33.0,38.0,106.0,sas,25.0,47.0,114.0,28,27
sas,25.0,39.0,90.0,nop,25.0,44.0,97.0,24,28
hou,22.0,38.0,110.0,sas,20.0,42.0,106.0,28,23
sas,17.0,37.0,87.0,mem,25.0,39.0,95.0,18,28
nop,24.0,48.0,95.0,sas,15.0,52.0,93.0,28,24
was,27.0,38.0,101.0,sas,23.0,31.0,92.0,28,22
det,24.0,41.0,104.0,sas,19.0,45.0,105.0,28,10
pho,28.0,40.0,100.0,sas,23.0,48.0,95.0,28,16
sas,21.0,45.0,108.0,min,17.0,42.0,93.0,29,28
sas,26.0,34.0,93.0,was,20.0,48.0,101.0,22,28
sas,27.0,42.0,98.0,cho,15.0,48.0,93.0,26,28
por,34.0,49.0,110.0,sas,20.0,32.0,96.0,28,14
uta,23.0,49.0,89.0,sas,23.0,48.0,69.0,28,8
sas,27.0,44.0,109.0,den,26.0,42.0,99.0,13,28
sas,17.0,39.0,81.0,chi,19.0,46.0,104.0,11,28
lal,19.0,52.0,99.0,sas,18.0,40.0,85.0,28,6
mil,22.0,41.0,101.0,sas,29.0,42.0,95.0,28,17
cho,23.0,49.0,95.0,sas,23.0,43.0,86.0,28,26
lac,18.0,36.0,85.0,sas,20.0,56.0,105.0,28,12
orl,32.0,41.0,110.0,sas,27.0,39.0,103.0,28,1
mia,31.0,43.0,98.0,sas,23.0,37.0,85.0,28,2
sas,23.0,52.0,82.0,tor,18.0,48.0,87.0,0,28
sas,18.0,42.0,95.0,ind,24.0,50.0,93.0,20,28
sas,26.0,45.0,104.0,det,17.0,36.0,87.0,10,28
sas,34.0,38.0,115.0,lac,26.0,43.0,119.0,12,28
sas,25.0,44.0,99.0,gsw,29.0,40.0,110.0,15,28
sas,17.0,44.0,81.0,uta,14.0,49.0,90.0,8,28
sas,20.0,37.0,95.0,por,25.0,45.0,111.0,14,28
sas,18.0,42.0,107.0,sac,15.0,47.0,96.0,7,28
sas,18.0,56.0,101.0,pho,13.0,42.0,74.0,16,28
sac,23.0,44.0,112.0,sas,15.0,35.0,85.0,28,7
den,24.0,36.0,120.0,sas,21.0,38.0,111.0,28,13
chi,14.0,35.0,116.0,sas,20.0,44.0,105.0,28,11
tor,24.0,45.0,117.0,sas,19.0,46.0,107.0,28,0
cle,28.0,41.0,125.0,sas,19.0,37.0,128.0,28,4
min,38.0,42.0,123.0,sas,25.0,40.0,97.0,28,29
sas,17.0,49.0,100.0,nyk,22.0,50.0,104.0,9,28
sas,27.0,34.0,114.0,mil,28.0,43.0,103.0,17,28
bos,31.0,45.0,101.0,sas,19.0,47.0,89.0,28,3
sas,30.0,43.0,114.0,atl,25.0,29.0,95.0,5,28
sas,16.0,43.0,94.0,dal,21.0,49.0,101.0,25,28
okc,28.0,49.0,130.0,sas,16.0,37.0,91.0,28,27
dal,28.0,50.0,94.0,sas,15.0,47.0,76.0,28,25
mem,25.0,48.0,103.0,sas,22.0,34.0,89.0,28,18
sas,21.0,38.0,95.0,mia,11.0,33.0,81.0,2,28
sas,20.0,49.0,103.0,orl,24.0,50.0,91.0,1,28
den,33.0,45.0,123.0,sas,17.0,34.0,93.0,28,13
gsw,27.0,47.0,107.0,sas,25.0,39.0,92.0,28,15
sas,27.0,46.0,113.0,okc,14.0,39.0,88.0,27,28
hou,21.0,47.0,110.0,sas,25.0,39.0,98.0,28,23
sas,23.0,40.0,104.0,hou,19.0,39.0,103.0,23,28
pho,22.0,43.0,107.0,sas,17.0,41.0,91.0,28,16
sas,33.0,36.0,103.0,nop,23.0,35.0,108.0,24,28
min,21.0,33.0,105.0,mem,20.0,47.0,101.0,18,29
mem,20.0,40.0,97.0,ind,19.0,46.0,89.0,20,18
mem,16.0,45.0,71.0,cho,17.0,44.0,69.0,26,18
nop,19.0,52.0,93.0,mem,14.0,49.0,81.0,18,24
mem,25.0,37.0,102.0,pho,13.0,35.0,91.0,16,18
mem,21.0,38.0,91.0,okc,16.0,44.0,89.0,27,18
mem,15.0,40.0,92.0,mil,24.0,43.0,93.0,17,18
lal,21.0,38.0,107.0,mem,22.0,38.0,102.0,18,6
sac,24.0,30.0,111.0,mem,12.0,44.0,110.0,18,7
det,18.0,53.0,95.0,mem,15.0,43.0,88.0,18,10
hou,27.0,38.0,119.0,mem,24.0,35.0,93.0,18,23
mem,16.0,50.0,92.0,tor,24.0,35.0,96.0,0,18
bos,31.0,50.0,117.0,mem,22.0,38.0,100.0,18,3
lac,20.0,52.0,107.0,mem,14.0,32.0,91.0,18,12
mem,25.0,45.0,99.0,lal,16.0,42.0,93.0,6,18
mem,28.0,46.0,112.0,por,22.0,45.0,99.0,14,18
mem,25.0,35.0,97.0,sac,16.0,42.0,85.0,7,18
mem,26.0,39.0,96.0,hou,22.0,52.0,105.0,23,18
sas,19.0,37.0,101.0,mem,25.0,44.0,107.0,18,28
mia,24.0,38.0,103.0,mem,21.0,30.0,87.0,18,2
dal,20.0,41.0,114.0,mem,19.0,43.0,105.0,18,25
cho,21.0,47.0,113.0,mem,16.0,49.0,107.0,18,26
mem,33.0,42.0,120.0,phi,22.0,45.0,115.0,19,18
gsw,24.0,48.0,105.0,mem,18.0,49.0,98.0,18,15
mem,29.0,58.0,117.0,sas,31.0,60.0,116.0,28,18
chi,12.0,45.0,97.0,mem,17.0,51.0,103.0,18,11
mem,25.0,38.0,91.0,cle,34.0,33.0,105.0,4,18
uta,22.0,34.0,91.0,mem,20.0,49.0,97.0,18,8
hou,31.0,44.0,111.0,mem,25.0,54.0,117.0,18,23
mem,22.0,32.0,103.0,mia,18.0,33.0,95.0,2,18
sas,25.0,39.0,95.0,mem,17.0,37.0,87.0,18,28
mem,27.0,46.0,109.0,lal,24.0,38.0,106.0,6,18
mem,20.0,37.0,85.0,den,21.0,48.0,114.0,13,18
nyk,25.0,45.0,105.0,mem,25.0,37.0,83.0,18,9
mem,20.0,39.0,86.0,atl,21.0,37.0,96.0,5,18
mem,17.0,44.0,95.0,nop,21.0,47.0,106.0,24,18
pho,24.0,54.0,122.0,mem,20.0,46.0,110.0,18,16
mem,18.0,41.0,103.0,brk,19.0,36.0,92.0,21,18
mem,27.0,47.0,106.0,orl,22.0,39.0,96.0,1,18
por,21.0,50.0,102.0,mem,20.0,40.0,98.0,18,14
dal,17.0,42.0,95.0,mem,17.0,42.0,103.0,18,25
tor,15.0,45.0,92.0,mem,14.0,50.0,86.0,18,0
phi,24.0,47.0,101.0,mem,18.0,48.0,83.0,18,19
orl,25.0,39.0,103.0,mem,14.0,44.0,94.0,18,1
mem,23.0,40.0,109.0,dal,20.0,35.0,90.0,25,18
den,17.0,57.0,99.0,mem,19.0,47.0,69.0,18,13
okc,22.0,54.0,85.0,mem,15.0,47.0,74.0,18,27
mem,19.0,46.0,102.0,pho,18.0,38.0,101.0,16,18
mem,26.0,38.0,100.0,uta,15.0,40.0,90.0,8,18
mem,19.0,30.0,89.0,min,17.0,43.0,90.0,29,18
atl,18.0,55.0,94.0,mem,17.0,37.0,88.0,18,5
brk,24.0,45.0,95.0,mem,14.0,46.0,86.0,18,21
mem,13.0,42.0,89.0,okc,24.0,49.0,105.0,27,18
mem,20.0,44.0,98.0,por,24.0,46.0,92.0,14,18
mem,22.0,42.0,90.0,lac,21.0,40.0,87.0,12,18
mem,22.0,38.0,90.0,sac,24.0,47.0,102.0,7,18
lac,19.0,41.0,79.0,mem,20.0,47.0,97.0,18,12
mem,21.0,43.0,101.0,min,22.0,35.0,97.0,29,18
uta,15.0,37.0,82.0,mem,22.0,55.0,93.0,18,8
mem,27.0,38.0,102.0,hou,24.0,40.0,100.0,23,18
lal,18.0,42.0,97.0,mem,22.0,44.0,90.0,18,6
mem,26.0,39.0,89.0,nop,24.0,41.0,95.0,24,18
mem,25.0,40.0,101.0,chi,18.0,44.0,91.0,11,18
mem,21.0,41.0,92.0,bos,28.0,36.0,95.0,3,18
mem,18.0,41.0,87.0,was,25.0,42.0,107.0,22,18
mil,23.0,36.0,96.0,mem,17.0,37.0,83.0,18,17
den,14.0,57.0,92.0,mem,14.0,37.0,81.0,18,13
mem,28.0,42.0,95.0,det,26.0,38.0,105.0,10,18
mem,19.0,38.0,112.0,dal,14.0,41.0,101.0,25,18
por,21.0,45.0,97.0,mem,15.0,44.0,86.0,18,14
mem,22.0,39.0,103.0,nyk,22.0,37.0,82.0,9,18
cle,18.0,32.0,89.0,mem,30.0,49.0,111.0,18,4
gsw,19.0,40.0,84.0,mem,28.0,43.0,107.0,18,15
mem,22.0,34.0,89.0,sas,25.0,48.0,103.0,28,18
sac,23.0,45.0,97.0,mem,16.0,41.0,83.0,18,7
okc,16.0,45.0,100.0,mem,18.0,47.0,92.0,18,27
was,23.0,41.0,83.0,mem,24.0,40.0,92.0,18,22
nop,27.0,52.0,110.0,mem,13.0,39.0,74.0,18,24
mem,22.0,36.0,89.0,uta,16.0,39.0,88.0,8,18
mem,24.0,43.0,86.0,lac,25.0,43.0,94.0,12,18
mem,24.0,44.0,107.0,gsw,30.0,39.0,111.0,15,18
ind,12.0,48.0,95.0,mem,15.0,36.0,83.0,18,20
dal,17.0,33.0,100.0,sas,23.0,38.0,101.0,28,25
uta,25.0,44.0,120.0,dal,22.0,40.0,102.0,25,8
dal,25.0,44.0,109.0,nop,24.0,47.0,104.0,24,25
bos,24.0,36.0,118.0,dal,29.0,49.0,113.0,25,3
dal,14.0,34.0,87.0,por,25.0,53.0,108.0,14,25
dal,23.0,42.0,105.0,uta,19.0,41.0,82.0,8,25
mia,22.0,41.0,96.0,dal,31.0,38.0,105.0,25,2
sac,23.0,33.0,106.0,dal,17.0,43.0,98.0,25,7
phi,33.0,51.0,123.0,dal,9.0,46.0,70.0,25,19
min,31.0,40.0,131.0,dal,24.0,41.0,117.0,25,29
dal,32.0,50.0,107.0,cho,22.0,35.0,80.0,26,25
dal,18.0,44.0,105.0,was,25.0,42.0,102.0,22,25
lal,37.0,39.0,140.0,dal,24.0,33.0,106.0,25,6
dal,17.0,50.0,92.0,hou,17.0,47.0,95.0,23,25
ind,21.0,37.0,100.0,dal,20.0,44.0,111.0,25,20
nyk,20.0,56.0,109.0,dal,21.0,53.0,102.0,25,9
dal,27.0,37.0,106.0,tor,17.0,55.0,102.0,0,25
dal,28.0,40.0,110.0,phi,26.0,55.0,103.0,19,25
dal,30.0,46.0,132.0,chi,38.0,52.0,129.0,11,25
dal,20.0,46.0,107.0,mil,24.0,39.0,105.0,17,25
pho,13.0,44.0,106.0,dal,27.0,41.0,118.0,25,16
mil,29.0,36.0,125.0,dal,17.0,36.0,102.0,25,17
dal,19.0,43.0,105.0,mem,20.0,41.0,114.0,18,25
nop,17.0,29.0,112.0,dal,16.0,45.0,107.0,25,24
gsw,14.0,53.0,98.0,dal,21.0,45.0,105.0,25,15
dal,30.0,41.0,107.0,nyk,23.0,35.0,87.0,9,25
dal,29.0,45.0,117.0,det,22.0,42.0,106.0,10,25
sas,18.0,40.0,99.0,dal,10.0,48.0,93.0,25,28
atl,23.0,47.0,102.0,dal,26.0,43.0,105.0,25,5
dal,22.0,49.0,115.0,pho,30.0,44.0,124.0,16,25
lal,20.0,40.0,102.0,dal,20.0,63.0,98.0,25,6
okc,26.0,37.0,112.0,dal,21.0,53.0,107.0,25,27
was,21.0,34.0,114.0,dal,22.0,48.0,87.0,25,22
dal,24.0,52.0,119.0,bos,22.0,38.0,101.0,3,25
dal,30.0,36.0,109.0,cle,26.0,38.0,90.0,4,25
dal,24.0,51.0,96.0,brk,20.0,52.0,88.0,21,25
det,24.0,43.0,95.0,dal,22.0,60.0,108.0,25,10
dal,29.0,40.0,100.0,lac,31.0,47.0,120.0,12,25
dal,23.0,44.0,108.0,sac,22.0,59.0,104.0,7,25
dal,24.0,39.0,107.0,den,25.0,51.0,114.0,13,25
den,22.0,52.0,97.0,dal,23.0,52.0,89.0,25,13
dal,17.0,42.0,103.0,mem,17.0,42.0,95.0,18,25
dal,26.0,42.0,98.0,min,22.0,43.0,75.0,29,25
chi,16.0,30.0,98.0,dal,22.0,47.0,102.0,25,11
dal,20.0,38.0,106.0,nop,27.0,40.0,109.0,24,25
mem,20.0,35.0,90.0,dal,23.0,40.0,109.0,25,18
dal,16.0,46.0,94.0,hou,21.0,39.0,99.0,23,25
dal,24.0,49.0,93.0,mia,18.0,52.0,72.0,2,25
dal,26.0,36.0,108.0,orl,21.0,42.0,93.0,1,25
min,27.0,43.0,100.0,dal,18.0,47.0,94.0,25,29
dal,24.0,42.0,114.0,gsw,29.0,46.0,128.0,15,25
dal,25.0,48.0,101.0,sac,13.0,49.0,78.0,7,25
por,21.0,55.0,111.0,dal,24.0,58.0,101.0,25,14
lac,19.0,47.0,98.0,dal,21.0,53.0,115.0,25,12
uta,18.0,38.0,87.0,dal,19.0,52.0,82.0,25,8
dal,16.0,39.0,89.0,okc,20.0,62.0,104.0,27,25
hou,26.0,50.0,111.0,dal,20.0,47.0,100.0,25,23
cho,20.0,49.0,92.0,dal,20.0,47.0,81.0,25,26
tor,17.0,40.0,99.0,dal,17.0,37.0,92.0,25,0
dal,20.0,44.0,87.0,atl,28.0,41.0,104.0,5,25
brk,23.0,37.0,94.0,dal,20.0,48.0,104.0,25,21
nop,11.0,38.0,102.0,dal,19.0,37.0,93.0,25,24
dal,17.0,41.0,75.0,por,20.0,56.0,94.0,14,25
dal,17.0,34.0,89.0,gsw,28.0,51.0,104.0,15,25
dal,21.0,33.0,100.0,lal,23.0,47.0,93.0,6,25
cle,18.0,42.0,94.0,dal,25.0,50.0,127.0,25,4
lac,31.0,43.0,129.0,dal,27.0,32.0,99.0,25,12
okc,27.0,37.0,119.0,dal,19.0,59.0,115.0,25,27
orl,28.0,40.0,107.0,dal,28.0,41.0,102.0,25,1
mem,14.0,41.0,101.0,dal,19.0,38.0,112.0,25,18
dal,21.0,40.0,92.0,pho,22.0,49.0,98.0,16,25
sas,21.0,49.0,101.0,dal,16.0,43.0,94.0,25,28
dal,15.0,47.0,76.0,sas,28.0,50.0,94.0,28,25
dal,20.0,41.0,99.0,ind,23.0,43.0,104.0,20,25
dal,35.0,34.0,135.0,okc,23.0,46.0,131.0,27,25
hou,23.0,41.0,101.0,dal,24.0,55.0,108.0,25,23
gsw,14.0,44.0,110.0,dal,28.0,55.0,123.0,25,15
pho,18.0,47.0,107.0,dal,22.0,37.0,104.0,25,16
dal,39.0,49.0,144.0,den,29.0,61.0,143.0,13,25
dal,31.0,42.0,120.0,lal,20.0,37.0,106.0,6,25
dal,18.0,41.0,92.0,uta,24.0,48.0,109.0,8,25
por,18.0,54.0,114.0,dal,20.0,45.0,98.0,25,14
orl,20.0,62.0,101.0,nop,17.0,56.0,84.0,24,1
dal,24.0,47.0,104.0,nop,25.0,44.0,109.0,24,25
nop,14.0,49.0,81.0,mem,19.0,52.0,93.0,18,24
cho,26.0,47.0,100.0,nop,23.0,34.0,91.0,24,26
nop,22.0,30.0,100.0,sas,15.0,49.0,99.0,28,24
nop,31.0,40.0,111.0,cle,26.0,45.0,118.0,4,24
lal,27.0,44.0,109.0,nop,15.0,38.0,102.0,24,6
min,31.0,34.0,139.0,nop,13.0,37.0,91.0,24,29
nop,16.0,41.0,93.0,por,20.0,43.0,102.0,14,24
nop,21.0,32.0,106.0,sac,23.0,52.0,100.0,7,24
nop,19.0,40.0,97.0,den,24.0,41.0,117.0,13,24
nop,19.0,44.0,106.0,uta,15.0,42.0,94.0,8,24
sac,15.0,40.0,89.0,nop,16.0,38.0,99.0,24,7
nop,23.0,42.0,91.0,atl,26.0,42.0,100.0,5,24
nop,12.0,42.0,80.0,was,21.0,46.0,83.0,22,24
okc,23.0,49.0,112.0,nop,16.0,45.0,104.0,24,27
nop,23.0,47.0,85.0,gsw,31.0,56.0,112.0,15,24
nop,26.0,45.0,100.0,lac,34.0,38.0,120.0,12,24
nop,28.0,50.0,104.0,lal,18.0,34.0,87.0,6,24
nyk,22.0,43.0,104.0,nop,19.0,30.0,93.0,24,9
nop,16.0,45.0,107.0,dal,17.0,29.0,112.0,25,24
cle,21.0,39.0,119.0,nop,22.0,40.0,114.0,24,4
gsw,22.0,44.0,122.0,nop,22.0,46.0,128.0,24,15
uta,24.0,32.0,119.0,nop,19.0,37.0,111.0,24,8
nop,21.0,45.0,99.0,hou,19.0,43.0,90.0,23,24
por,15.0,48.0,88.0,nop,25.0,45.0,114.0,24,14
nop,33.0,39.0,101.0,okc,17.0,47.0,99.0,27,24
nop,15.0,46.0,84.0,ind,24.0,38.0,96.0,20,24
sas,25.0,44.0,97.0,nop,25.0,39.0,90.0,24,28
nop,18.0,37.0,100.0,chi,19.0,45.0,107.0,11,24
pho,19.0,49.0,110.0,nop,17.0,38.0,106.0,24,16
nop,15.0,52.0,93.0,sas,24.0,48.0,95.0,28,24
hou,24.0,49.0,111.0,nop,22.0,38.0,83.0,24,23
was,19.0,39.0,85.0,nop,23.0,40.0,92.0,24,22
nop,19.0,43.0,94.0,cho,18.0,43.0,98.0,26,24
mem,21.0,47.0,106.0,nop,17.0,44.0,95.0,24,18
nop,20.0,45.0,100.0,bos,24.0,44.0,108.0,3,24
nop,23.0,47.0,105.0,det,23.0,30.0,94.0,10,24
nop,17.0,55.0,81.0,phi,22.0,39.0,96.0,19,24
nop,19.0,41.0,95.0,tor,18.0,37.0,93.0,0,24
nop,13.0,50.0,92.0,nyk,22.0,34.0,99.0,9,24
lal,21.0,45.0,96.0,nop,16.0,41.0,80.0,24,6
nop,17.0,37.0,92.0,min,27.0,38.0,84.0,29,24
dal,27.0,40.0,109.0,nop,20.0,38.0,106.0,24,25
phi,28.0,52.0,99.0,nop,15.0,38.0,74.0,24,19
den,15.0,48.0,85.0,nop,30.0,39.0,93.0,24,13
lac,26.0,51.0,108.0,nop,20.0,38.0,103.0,24,12
atl,30.0,52.0,115.0,nop,19.0,32.0,100.0,24,5
okc,23.0,48.0,91.0,nop,21.0,48.0,102.0,24,27
nop,26.0,46.0,116.0,okc,19.0,40.0,113.0,27,24
chi,16.0,38.0,72.0,nop,18.0,45.0,107.0,24,11
uta,20.0,40.0,96.0,nop,23.0,47.0,100.0,24,8
ind,22.0,32.0,93.0,nop,28.0,37.0,106.0,24,20
nop,21.0,40.0,84.0,orl,22.0,42.0,95.0,1,24
nop,22.0,41.0,105.0,mia,15.0,45.0,91.0,2,24
tor,27.0,48.0,100.0,nop,13.0,40.0,97.0,24,0
brk,26.0,43.0,102.0,nop,13.0,37.0,96.0,24,21
mia,26.0,37.0,104.0,nop,21.0,31.0,102.0,24,2
nop,22.0,44.0,99.0,den,17.0,44.0,92.0,13,24
nop,19.0,37.0,93.0,dal,11.0,38.0,102.0,25,24
det,18.0,46.0,88.0,nop,25.0,52.0,85.0,24,10
bos,22.0,45.0,98.0,nop,19.0,37.0,104.0,24,3
mem,24.0,41.0,95.0,nop,26.0,39.0,89.0,24,18
nop,26.0,34.0,114.0,mil,20.0,25.0,103.0,17,24
nop,31.0,41.0,111.0,brk,19.0,41.0,91.0,21,24
den,32.0,58.0,111.0,nop,25.0,52.0,118.0,24,13
mil,26.0,50.0,85.0,nop,20.0,49.0,84.0,24,17
nop,19.0,45.0,72.0,pho,11.0,57.0,74.0,16,24
nop,22.0,42.0,96.0,gsw,29.0,42.0,112.0,15,24
nop,21.0,41.0,100.0,lac,25.0,42.0,107.0,12,24
hou,20.0,37.0,93.0,nop,29.0,43.0,95.0,24,23
sac,25.0,47.0,102.0,nop,14.0,37.0,88.0,24,7
min,29.0,35.0,110.0,nop,17.0,39.0,88.0,24,29
nop,31.0,40.0,113.0,lal,22.0,35.0,92.0,6,24
nop,20.0,50.0,101.0,sac,21.0,38.0,95.0,7,24
nop,18.0,35.0,90.0,por,17.0,51.0,99.0,14,24
gsw,25.0,45.0,103.0,nop,25.0,50.0,100.0,24,15
nop,13.0,39.0,74.0,mem,27.0,52.0,110.0,18,24
pho,29.0,56.0,90.0,nop,18.0,43.0,75.0,24,16
nop,22.0,39.0,114.0,hou,16.0,40.0,121.0,23,24
nop,15.0,39.0,100.0,min,19.0,43.0,88.0,29,24
sas,23.0,35.0,108.0,nop,33.0,36.0,103.0,24,28
