away,away_asts,away_rebs,away_scores,home,home_asts,home_rebs,home_scores,i_home,i_away
mia,20.0,33.0,99.0,det,19.0,37.0,98.0,10,2
bos,29.0,41.0,103.0,det,20.0,37.0,113.0,10,3
ind,25.0,45.0,103.0,det,29.0,42.0,107.0,10,20
cho,33.0,56.0,116.0,det,16.0,33.0,77.0,10,26
det,21.0,31.0,97.0,cle,30.0,45.0,109.0,4,10
det,20.0,44.0,112.0,nyk,19.0,40.0,90.0,9,10
atl,26.0,42.0,102.0,tor,26.0,48.0,109.0,0,5
ind,26.0,37.0,102.0,atl,25.0,44.0,92.0,5,20
atl,26.0,37.0,92.0,sas,25.0,50.0,94.0,28,5
atl,28.0,38.0,119.0,cho,31.0,51.0,122.0,26,5
nyk,18.0,41.0,103.0,atl,26.0,44.0,96.0,5,9
atl,20.0,38.0,91.0,nyk,23.0,40.0,85.0,9,5
uta,23.0,46.0,100.0,atl,28.0,30.0,97.0,5,8
mia,33.0,36.0,114.0,atl,27.0,32.0,103.0,5,2
atl,26.0,37.0,94.0,cle,39.0,47.0,127.0,4,5
lal,22.0,38.0,109.0,atl,24.0,44.0,114.0,5,6
det,20.0,46.0,99.0,atl,12.0,45.0,89.0,5,10
atl,17.0,43.0,106.0,was,25.0,47.0,102.0,22,5
tor,31.0,32.0,115.0,atl,24.0,36.0,126.0,5,0
nop,26.0,42.0,100.0,atl,23.0,42.0,91.0,5,24
cho,31.0,44.0,105.0,atl,20.0,38.0,75.0,5,26
bos,36.0,31.0,109.0,atl,33.0,42.0,105.0,5,3
atl,25.0,30.0,112.0,mia,25.0,30.0,102.0,2,5
atl,22.0,46.0,98.0,brk,16.0,51.0,75.0,21,5
den,26.0,43.0,96.0,atl,25.0,52.0,84.0,5,13
atl,27.0,47.0,108.0,ind,23.0,42.0,92.0,20,5
phi,26.0,52.0,95.0,atl,21.0,39.0,79.0,5,19
orl,24.0,42.0,87.0,atl,14.0,46.0,81.0,5,1
atl,24.0,41.0,99.0,orl,26.0,36.0,100.0,1,5
chi,26.0,40.0,93.0,atl,18.0,57.0,86.0,5,11
atl,36.0,40.0,127.0,cle,24.0,33.0,98.0,4,5
atl,26.0,37.0,104.0,hou,27.0,43.0,97.0,23,5
atl,26.0,43.0,105.0,dal,23.0,47.0,102.0,25,5
lac,28.0,43.0,107.0,atl,26.0,51.0,104.0,5,12
mil,20.0,38.0,77.0,atl,28.0,40.0,107.0,5,17
atl,25.0,51.0,90.0,mil,21.0,47.0,85.0,17,5
cle,23.0,44.0,109.0,atl,23.0,42.0,101.0,5,4
atl,24.0,47.0,98.0,uta,18.0,47.0,92.0,8,5
atl,17.0,46.0,115.0,por,24.0,44.0,107.0,14,5
atl,25.0,41.0,107.0,lac,23.0,45.0,98.0,12,5
mem,21.0,37.0,96.0,atl,20.0,39.0,86.0,5,18
atl,27.0,49.0,106.0,det,24.0,46.0,103.0,10,5
was,34.0,42.0,120.0,atl,25.0,39.0,89.0,5,22
atl,34.0,47.0,105.0,phi,20.0,35.0,87.0,19,5
atl,23.0,35.0,105.0,bos,22.0,40.0,91.0,3,5
atl,30.0,32.0,110.0,tor,20.0,35.0,89.0,0,5
atl,31.0,40.0,107.0,chi,25.0,43.0,99.0,11,5
det,31.0,42.0,93.0,atl,17.0,61.0,82.0,5,10
ind,30.0,43.0,110.0,atl,22.0,42.0,91.0,5,20
okc,27.0,47.0,103.0,atl,23.0,36.0,93.0,5,27
min,30.0,29.0,112.0,atl,24.0,37.0,100.0,5,29
brk,29.0,45.0,113.0,atl,26.0,35.0,102.0,5,21
por,26.0,42.0,105.0,atl,25.0,46.0,99.0,5,14
phi,20.0,44.0,91.0,atl,21.0,44.0,85.0,5,19
atl,19.0,32.0,100.0,nop,30.0,52.0,115.0,24,5
was,24.0,46.0,105.0,atl,19.0,41.0,96.0,5,22
gsw,28.0,38.0,124.0,atl,31.0,51.0,116.0,5,15
atl,17.0,37.0,88.0,mem,18.0,55.0,94.0,18,5
atl,26.0,36.0,117.0,min,24.0,50.0,105.0,29,5
atl,23.0,44.0,88.0,bos,21.0,56.0,89.0,3,5
tor,19.0,52.0,80.0,atl,27.0,52.0,105.0,5,0
atl,23.0,43.0,97.0,mil,19.0,38.0,86.0,17,5
dal,28.0,41.0,104.0,atl,20.0,44.0,87.0,5,25
orl,27.0,42.0,95.0,atl,22.0,40.0,88.0,5,1
atl,23.0,37.0,93.0,mia,17.0,47.0,91.0,2,5
hou,23.0,49.0,104.0,atl,30.0,41.0,96.0,5,23
cle,27.0,38.0,106.0,atl,18.0,37.0,97.0,5,4
atl,20.0,42.0,84.0,phi,24.0,55.0,92.0,19,5
sac,42.0,33.0,130.0,atl,21.0,40.0,105.0,5,7
atl,18.0,32.0,102.0,den,28.0,44.0,115.0,13,5
atl,22.0,38.0,96.0,pho,19.0,45.0,87.0,16,5
atl,25.0,34.0,91.0,lal,21.0,54.0,86.0,6,5
atl,25.0,39.0,110.0,sac,23.0,45.0,103.0,7,5
atl,24.0,44.0,95.0,gsw,39.0,44.0,114.0,15,5
atl,20.0,34.0,115.0,okc,26.0,44.0,123.0,27,5
sas,25.0,29.0,95.0,atl,30.0,43.0,114.0,5,28
atl,21.0,45.0,95.0,orl,19.0,42.0,83.0,1,5
mia,31.0,38.0,99.0,atl,20.0,41.0,86.0,5,2
atl,32.0,36.0,100.0,cho,28.0,42.0,115.0,26,5
mil,29.0,42.0,101.0,atl,26.0,39.0,88.0,5,17
atl,25.0,43.0,95.0,det,26.0,38.0,105.0,10,5
brk,40.0,34.0,131.0,atl,22.0,39.0,99.0,5,21
pho,21.0,54.0,96.0,atl,16.0,37.0,69.0,5,16
atl,35.0,40.0,114.0,brk,27.0,47.0,111.0,21,5
cho,31.0,44.0,104.0,atl,21.0,46.0,80.0,5,26
atl,24.0,38.0,99.0,was,22.0,51.0,108.0,22,5
nyk,27.0,37.0,108.0,atl,33.0,39.0,112.0,5,9
atl,15.0,42.0,85.0,chi,14.0,50.0,91.0,11,5
was,20.0,36.0,95.0,mia,20.0,44.0,107.0,2,22
was,22.0,37.0,105.0,orl,20.0,33.0,98.0,1,22
mil,28.0,34.0,108.0,was,18.0,42.0,97.0,22,17
was,26.0,41.0,98.0,nyk,16.0,43.0,83.0,9,22
ind,24.0,43.0,96.0,was,22.0,57.0,94.0,22,20
was,19.0,50.0,84.0,tor,19.0,49.0,103.0,0,22
was,23.0,49.0,97.0,ind,11.0,38.0,90.0,20,22
det,27.0,46.0,107.0,was,19.0,39.0,103.0,22,10
orl,31.0,40.0,98.0,was,14.0,40.0,93.0,22,1
dal,25.0,42.0,102.0,was,18.0,44.0,105.0,22,25
cle,24.0,45.0,91.0,was,13.0,41.0,78.0,22,4
was,27.0,53.0,111.0,mil,21.0,36.0,100.0,17,22
atl,25.0,47.0,102.0,was,17.0,43.0,106.0,22,5
was,24.0,26.0,87.0,cle,23.0,32.0,113.0,4,22
nop,21.0,46.0,83.0,was,12.0,42.0,80.0,22,24
mia,29.0,42.0,107.0,was,12.0,33.0,86.0,22,2
lal,33.0,53.0,111.0,was,16.0,43.0,95.0,22,6
den,35.0,52.0,119.0,was,16.0,36.0,89.0,22,13
was,21.0,52.0,93.0,bos,20.0,49.0,101.0,3,22
bos,32.0,49.0,133.0,was,27.0,46.0,132.0,22,3
was,26.0,41.0,91.0,orl,13.0,39.0,89.0,1,22
lac,28.0,37.0,104.0,was,14.0,37.0,96.0,22,12
uta,20.0,41.0,93.0,was,13.0,45.0,84.0,22,8
min,29.0,46.0,109.0,was,17.0,41.0,95.0,22,29
was,24.0,36.0,105.0,mia,22.0,34.0,103.0,2,22
pho,11.0,42.0,92.0,was,13.0,45.0,104.0,22,16
chi,21.0,41.0,91.0,was,20.0,52.0,99.0,22,11
was,25.0,45.0,102.0,nyk,17.0,36.0,91.0,9,22
bos,28.0,48.0,101.0,was,17.0,36.0,88.0,22,3
was,21.0,35.0,104.0,hou,19.0,38.0,103.0,23,22
was,22.0,48.0,87.0,dal,21.0,34.0,114.0,25,22
was,27.0,39.0,102.0,okc,21.0,38.0,109.0,27,22
was,23.0,31.0,92.0,sas,27.0,38.0,101.0,28,22
was,23.0,40.0,92.0,nop,19.0,39.0,85.0,24,22
nyk,28.0,44.0,101.0,was,18.0,41.0,91.0,22,9
chi,27.0,48.0,102.0,was,16.0,46.0,86.0,22,11
was,25.0,39.0,89.0,atl,34.0,42.0,120.0,5,22
sas,20.0,48.0,101.0,was,26.0,34.0,93.0,22,28
was,29.0,43.0,105.0,chi,18.0,33.0,99.0,11,22
brk,23.0,37.0,80.0,was,18.0,39.0,102.0,22,21
was,23.0,49.0,99.0,brk,17.0,40.0,90.0,21,22
phi,26.0,53.0,111.0,was,19.0,30.0,76.0,22,19
okc,23.0,58.0,103.0,was,21.0,57.0,105.0,22,27
was,24.0,41.0,96.0,por,22.0,44.0,103.0,14,22
was,29.0,50.0,117.0,den,26.0,45.0,115.0,13,22
was,19.0,51.0,98.0,lal,17.0,38.0,92.0,6,22
was,13.0,50.0,98.0,pho,23.0,41.0,106.0,16,22
tor,26.0,40.0,116.0,was,26.0,34.0,120.0,22,0
cho,19.0,43.0,88.0,was,21.0,42.0,92.0,22,26
was,19.0,41.0,96.0,atl,24.0,46.0,105.0,5,22
was,20.0,37.0,87.0,cho,15.0,50.0,94.0,26,22
brk,31.0,51.0,114.0,was,17.0,38.0,77.0,22,21
orl,25.0,53.0,96.0,was,18.0,33.0,80.0,22,1
was,25.0,50.0,93.0,tor,17.0,37.0,95.0,0,22
cle,22.0,43.0,89.0,was,28.0,42.0,127.0,22,4
was,28.0,43.0,89.0,det,22.0,51.0,106.0,10,22
gsw,23.0,45.0,107.0,was,27.0,29.0,114.0,22,15
was,21.0,43.0,77.0,min,17.0,53.0,97.0,29,22
was,20.0,51.0,81.0,phi,21.0,53.0,89.0,19,22
det,21.0,43.0,99.0,was,18.0,40.0,95.0,22,10
was,23.0,39.0,92.0,chi,20.0,47.0,97.0,11,22
mia,24.0,43.0,99.0,was,18.0,37.0,97.0,22,2
was,19.0,49.0,85.0,mil,25.0,44.0,91.0,17,22
was,21.0,49.0,95.0,cho,13.0,37.0,69.0,26,22
mem,25.0,42.0,107.0,was,18.0,41.0,87.0,22,18
sac,28.0,41.0,113.0,was,24.0,36.0,97.0,22,7
por,25.0,43.0,105.0,was,19.0,48.0,97.0,22,14
was,16.0,41.0,88.0,uta,21.0,36.0,84.0,8,22
was,27.0,36.0,99.0,lac,33.0,46.0,113.0,12,22
was,21.0,44.0,86.0,sac,24.0,34.0,109.0,7,22
was,15.0,38.0,76.0,gsw,23.0,62.0,107.0,15,22
ind,13.0,46.0,101.0,was,21.0,43.0,103.0,22,20
cho,25.0,72.0,110.0,was,25.0,61.0,107.0,22,26
hou,17.0,43.0,91.0,was,18.0,53.0,99.0,22,23
phi,33.0,47.0,106.0,was,18.0,34.0,93.0,22,19
nyk,32.0,48.0,101.0,was,17.0,42.0,87.0,22,9
was,24.0,40.0,92.0,mem,23.0,41.0,83.0,18,22
was,35.0,45.0,119.0,phi,17.0,36.0,90.0,19,22
was,23.0,50.0,80.0,brk,29.0,44.0,117.0,21,22
atl,22.0,51.0,108.0,was,24.0,38.0,99.0,22,5
was,22.0,59.0,95.0,ind,22.0,56.0,99.0,20,22
was,26.0,50.0,108.0,cle,29.0,44.0,113.0,4,22
was,20.0,44.0,107.0,mia,20.0,36.0,95.0,2,22
mia,33.0,35.0,114.0,phi,28.0,37.0,96.0,19,2
tor,22.0,43.0,107.0,mia,11.0,28.0,102.0,2,0
hou,16.0,34.0,91.0,mia,22.0,38.0,108.0,2,23
mia,19.0,36.0,89.0,cho,23.0,49.0,96.0,26,2
min,26.0,40.0,102.0,mia,13.0,49.0,92.0,2,29
mia,31.0,38.0,105.0,dal,22.0,41.0,96.0,25,2
ind,18.0,28.0,75.0,mia,13.0,53.0,81.0,2,20
mia,27.0,32.0,103.0,atl,33.0,36.0,114.0,5,2
mil,19.0,40.0,84.0,mia,16.0,40.0,91.0,2,17
mia,19.0,41.0,95.0,brk,18.0,35.0,83.0,21,2
lac,11.0,30.0,93.0,mia,31.0,35.0,110.0,2,12
mia,17.0,33.0,99.0,orl,18.0,44.0,92.0,1,2
cho,19.0,36.0,94.0,mia,18.0,33.0,93.0,2,26
gsw,16.0,40.0,97.0,mia,21.0,45.0,114.0,2,15
mia,20.0,41.0,86.0,nyk,14.0,50.0,79.0,9,2
mia,12.0,33.0,86.0,was,29.0,42.0,107.0,22,2
atl,25.0,30.0,102.0,mia,25.0,30.0,112.0,2,5
mia,21.0,20.0,85.0,mil,21.0,45.0,109.0,17,2
mia,21.0,30.0,87.0,mem,24.0,38.0,103.0,18,2
mia,25.0,34.0,103.0,pho,24.0,37.0,97.0,16,2
mia,18.0,42.0,82.0,den,21.0,50.0,102.0,13,2
mia,19.0,35.0,100.0,uta,16.0,44.0,95.0,8,2
chi,12.0,40.0,75.0,mia,21.0,44.0,93.0,2,11
mia,20.0,41.0,95.0,brk,25.0,37.0,91.0,21,2
uta,10.0,31.0,87.0,mia,23.0,38.0,105.0,2,8
was,22.0,34.0,103.0,mia,24.0,36.0,105.0,2,22
bos,18.0,38.0,100.0,mia,22.0,42.0,84.0,2,3
phi,13.0,39.0,87.0,mia,11.0,42.0,91.0,2,19
cle,27.0,43.0,101.0,mia,16.0,37.0,91.0,2,4
mem,18.0,33.0,95.0,mia,22.0,32.0,103.0,2,18
orl,18.0,36.0,101.0,mia,21.0,34.0,102.0,2,1
mia,20.0,36.0,95.0,ind,23.0,39.0,106.0,20,2
mia,20.0,33.0,79.0,hou,21.0,48.0,115.0,23,2
brk,21.0,42.0,88.0,mia,18.0,38.0,84.0,2,21
mia,15.0,42.0,83.0,por,19.0,50.0,99.0,14,2
mia,28.0,46.0,104.0,lac,17.0,27.0,90.0,12,2
mia,23.0,52.0,78.0,lal,20.0,46.0,75.0,6,2
mia,19.0,41.0,89.0,gsw,29.0,36.0,104.0,15,2
mia,26.0,38.0,95.0,sac,20.0,35.0,83.0,7,2
okc,20.0,36.0,86.0,mia,15.0,42.0,94.0,2,27
mia,14.0,41.0,76.0,cho,19.0,56.0,78.0,26,2
ind,20.0,36.0,89.0,mia,14.0,37.0,87.0,2,20
mia,19.0,54.0,96.0,chi,15.0,43.0,84.0,11,2
mil,20.0,33.0,102.0,mia,25.0,34.0,109.0,2,17
dal,18.0,52.0,72.0,mia,24.0,49.0,93.0,2,25
mia,18.0,46.0,83.0,bos,24.0,40.0,75.0,3,2
mia,23.0,35.0,91.0,det,27.0,45.0,108.0,10,2
mia,18.0,47.0,101.0,min,27.0,32.0,102.0,29,2
mia,23.0,37.0,85.0,sas,31.0,43.0,98.0,28,2
nyk,28.0,35.0,109.0,mia,22.0,35.0,95.0,2,9
mia,21.0,36.0,93.0,cle,32.0,43.0,113.0,4,2
mia,28.0,50.0,111.0,nyk,28.0,32.0,87.0,9,2
nop,15.0,45.0,91.0,mia,22.0,41.0,105.0,2,24
phi,27.0,45.0,119.0,mia,27.0,33.0,108.0,2,19
mia,17.0,42.0,93.0,orl,17.0,50.0,90.0,1,2
mia,21.0,31.0,102.0,nop,26.0,37.0,104.0,24,2
atl,17.0,47.0,91.0,mia,23.0,37.0,93.0,2,5
pho,19.0,45.0,115.0,mia,17.0,43.0,98.0,2,16
lal,16.0,55.0,100.0,mia,23.0,42.0,94.0,2,6
mia,18.0,37.0,97.0,was,24.0,43.0,99.0,22,2
sac,23.0,34.0,114.0,mia,26.0,46.0,109.0,2,7
bos,15.0,32.0,90.0,mia,17.0,43.0,100.0,2,3
brk,23.0,39.0,104.0,mia,15.0,44.0,98.0,2,21
mia,21.0,44.0,92.0,tor,26.0,43.0,102.0,0,2
cle,21.0,45.0,106.0,mia,17.0,32.0,92.0,2,4
por,21.0,35.0,108.0,mia,22.0,45.0,104.0,2,14
den,23.0,44.0,108.0,mia,21.0,35.0,91.0,2,13
mia,13.0,41.0,75.0,okc,25.0,51.0,93.0,27,2
mia,18.0,34.0,88.0,mil,25.0,53.0,89.0,17,2
mia,23.0,38.0,93.0,bos,16.0,43.0,86.0,3,2
mia,20.0,41.0,86.0,atl,31.0,38.0,99.0,5,2
det,20.0,46.0,109.0,mia,24.0,37.0,102.0,2,10
sas,11.0,33.0,81.0,mia,21.0,38.0,95.0,2,28
mia,25.0,36.0,88.0,cle,23.0,43.0,114.0,4,2
mia,19.0,37.0,98.0,det,20.0,33.0,99.0,10,2
mia,15.0,37.0,89.0,ind,23.0,55.0,112.0,20,2
cho,20.0,42.0,105.0,mia,12.0,45.0,100.0,2,26
chi,14.0,46.0,78.0,mia,17.0,51.0,89.0,2,11
tor,14.0,47.0,104.0,mia,12.0,47.0,107.0,2,0
orl,21.0,50.0,100.0,mia,14.0,41.0,93.0,2,1
mia,22.0,42.0,105.0,phi,26.0,45.0,101.0,19,2
mil,27.0,50.0,108.0,cho,25.0,35.0,106.0,26,17
mem,17.0,44.0,69.0,cho,16.0,45.0,71.0,26,18
cho,20.0,38.0,93.0,nyk,23.0,35.0,96.0,9,26
cho,23.0,34.0,91.0,nop,26.0,47.0,100.0,24,26
mia,23.0,49.0,96.0,cho,19.0,36.0,89.0,26,2
atl,31.0,51.0,122.0,cho,28.0,38.0,119.0,26,5
cho,15.0,39.0,92.0,lal,28.0,38.0,107.0,6,26
cho,16.0,38.0,100.0,por,25.0,48.0,102.0,14,26
cho,21.0,46.0,103.0,pho,16.0,45.0,95.0,16,26
cho,14.0,41.0,87.0,gsw,30.0,51.0,112.0,15,26
dal,22.0,35.0,80.0,cho,32.0,50.0,107.0,26,25
cho,18.0,41.0,86.0,ind,15.0,51.0,88.0,20,26
orl,22.0,45.0,100.0,cho,12.0,43.0,105.0,26,1
cho,18.0,33.0,93.0,mia,19.0,36.0,94.0,2,26
lac,21.0,33.0,92.0,cho,28.0,43.0,113.0,26,12
por,29.0,47.0,97.0,cho,21.0,50.0,105.0,26,14
gsw,27.0,44.0,101.0,cho,28.0,46.0,106.0,26,15
cho,20.0,38.0,75.0,atl,31.0,44.0,105.0,5,26
chi,17.0,42.0,95.0,cho,27.0,49.0,102.0,26,11
nyk,19.0,41.0,103.0,cho,23.0,34.0,102.0,26,9
bos,18.0,44.0,96.0,cho,26.0,45.0,87.0,26,3
cho,16.0,49.0,107.0,mem,21.0,47.0,113.0,18,26
brk,16.0,34.0,87.0,cho,29.0,43.0,114.0,26,21
cho,22.0,37.0,88.0,cle,28.0,43.0,97.0,4,26
pho,22.0,35.0,106.0,cho,22.0,43.0,111.0,26,16
cho,25.0,45.0,109.0,phi,23.0,35.0,91.0,19,26
uta,21.0,49.0,104.0,cho,18.0,39.0,86.0,26,8
den,23.0,44.0,110.0,cho,11.0,37.0,82.0,26,13
cho,21.0,43.0,108.0,mil,25.0,40.0,101.0,17,26
cho,12.0,52.0,75.0,okc,18.0,57.0,98.0,27,26
orl,18.0,41.0,94.0,cho,22.0,40.0,102.0,26,1
mil,20.0,48.0,94.0,cho,21.0,42.0,104.0,26,17
cho,15.0,41.0,83.0,hou,22.0,41.0,102.0,23,26
cle,20.0,50.0,87.0,cho,16.0,46.0,91.0,26,4
cho,16.0,53.0,98.0,orl,18.0,44.0,90.0,1,26
cho,22.0,48.0,104.0,bos,22.0,33.0,95.0,3,26
nop,18.0,43.0,98.0,cho,19.0,43.0,94.0,26,24
cho,21.0,46.0,103.0,tor,20.0,42.0,95.0,0,26
cho,18.0,51.0,110.0,nyk,17.0,29.0,82.0,9,26
sas,15.0,48.0,93.0,cho,27.0,42.0,98.0,26,28
ind,16.0,58.0,80.0,cho,18.0,56.0,71.0,26,20
min,27.0,47.0,105.0,cho,16.0,42.0,80.0,26,29
mia,19.0,56.0,78.0,cho,14.0,41.0,76.0,26,2
cho,27.0,42.0,90.0,cle,29.0,56.0,129.0,4,26
nyk,9.0,41.0,76.0,cho,20.0,54.0,71.0,26,9
cho,23.0,43.0,86.0,sas,23.0,49.0,95.0,28,26
cho,32.0,57.0,104.0,den,21.0,44.0,86.0,13,26
cho,21.0,42.0,92.0,was,19.0,43.0,88.0,22,26
was,15.0,50.0,94.0,cho,20.0,37.0,87.0,26,22
cho,24.0,43.0,81.0,phi,19.0,47.0,89.0,19,26
ind,24.0,35.0,102.0,cho,19.0,40.0,103.0,26,20
det,21.0,38.0,78.0,cho,21.0,48.0,106.0,26,10
okc,28.0,41.0,103.0,cho,21.0,59.0,110.0,26,27
cho,20.0,47.0,81.0,dal,20.0,49.0,92.0,25,26
cho,16.0,45.0,98.0,chi,24.0,43.0,86.0,11,26
cho,19.0,48.0,98.0,bos,24.0,47.0,106.0,3,26
cho,22.0,47.0,98.0,orl,16.0,44.0,83.0,1,26
lal,30.0,42.0,104.0,cho,24.0,41.0,103.0,26,6
cho,24.0,49.0,115.0,brk,15.0,38.0,91.0,21,26
tor,26.0,56.0,103.0,cho,21.0,32.0,94.0,26,0
cho,32.0,39.0,108.0,det,21.0,42.0,101.0,10,26
was,13.0,37.0,69.0,cho,21.0,49.0,95.0,26,22
sac,28.0,44.0,106.0,cho,25.0,43.0,113.0,26,7
chi,15.0,55.0,101.0,cho,18.0,36.0,91.0,26,11
cho,9.0,36.0,66.0,uta,19.0,61.0,94.0,8,26
cho,20.0,43.0,92.0,lac,24.0,44.0,99.0,12,26
cho,16.0,36.0,91.0,sac,21.0,48.0,101.0,7,26
cho,21.0,42.0,109.0,min,24.0,32.0,98.0,29,26
cho,11.0,51.0,86.0,chi,21.0,46.0,98.0,11,26
brk,23.0,51.0,88.0,cho,28.0,46.0,91.0,26,21
cho,25.0,61.0,107.0,was,25.0,72.0,110.0,22,26
atl,28.0,42.0,115.0,cho,32.0,36.0,100.0,26,5
bos,20.0,40.0,104.0,cho,28.0,42.0,116.0,26,3
det,21.0,55.0,102.0,cho,24.0,51.0,78.0,26,10
cho,15.0,42.0,74.0,ind,20.0,55.0,93.0,20,26
phi,13.0,44.0,92.0,cho,13.0,40.0,91.0,26,19
cho,12.0,45.0,100.0,mia,20.0,42.0,105.0,2,26
tor,15.0,35.0,74.0,cho,20.0,47.0,92.0,26,0
cho,21.0,46.0,80.0,atl,31.0,44.0,104.0,5,26
cho,16.0,33.0,77.0,det,33.0,56.0,116.0,10,26
hou,23.0,43.0,90.0,cho,19.0,49.0,100.0,26,23
cho,15.0,36.0,87.0,tor,27.0,32.0,92.0,0,26
orl,17.0,56.0,84.0,nop,20.0,62.0,101.0,24,1
was,20.0,33.0,98.0,orl,22.0,37.0,105.0,1,22
tor,25.0,40.0,95.0,orl,13.0,50.0,108.0,1,0
orl,21.0,48.0,90.0,chi,23.0,44.0,98.0,11,1
orl,14.0,51.0,91.0,phi,22.0,38.0,89.0,19,1
min,19.0,52.0,112.0,orl,24.0,38.0,103.0,1,29
orl,25.0,31.0,96.0,brk,23.0,45.0,104.0,21,1
orl,26.0,39.0,100.0,tor,16.0,40.0,104.0,0,1
orl,20.0,37.0,97.0,nyk,17.0,40.0,95.0,9,1
mil,22.0,45.0,101.0,orl,19.0,38.0,85.0,1,17
orl,14.0,40.0,93.0,was,31.0,40.0,98.0,22,1
orl,33.0,39.0,107.0,det,17.0,41.0,93.0,10,1
lac,21.0,48.0,90.0,orl,24.0,39.0,114.0,1,12
orl,12.0,43.0,105.0,cho,22.0,45.0,100.0,26,1
mia,18.0,44.0,92.0,orl,17.0,33.0,99.0,1,2
orl,14.0,40.0,74.0,cle,30.0,44.0,106.0,4,1
gsw,21.0,46.0,96.0,orl,30.0,47.0,111.0,1,15
orl,16.0,32.0,83.0,ind,25.0,53.0,98.0,20,1
orl,14.0,47.0,93.0,pho,22.0,43.0,90.0,16,1
orl,19.0,40.0,97.0,gsw,25.0,49.0,98.0,15,1
orl,21.0,34.0,86.0,lac,32.0,44.0,114.0,12,1
orl,15.0,38.0,98.0,uta,23.0,41.0,93.0,8,1
orl,26.0,40.0,105.0,sac,22.0,35.0,96.0,7,1
was,13.0,39.0,89.0,orl,26.0,41.0,91.0,1,22
orl,14.0,46.0,81.0,atl,24.0,42.0,87.0,5,1
atl,26.0,36.0,100.0,orl,24.0,41.0,99.0,1,5
orl,13.0,36.0,82.0,tor,25.0,39.0,95.0,0,1
orl,17.0,36.0,92.0,bos,25.0,42.0,109.0,3,1
uta,28.0,34.0,94.0,orl,24.0,42.0,101.0,1,8
phi,21.0,43.0,88.0,orl,20.0,52.0,96.0,1,19
bos,23.0,45.0,100.0,orl,22.0,45.0,95.0,1,3
cle,25.0,36.0,89.0,orl,19.0,37.0,98.0,1,4
orl,22.0,40.0,102.0,cho,18.0,41.0,94.0,26,1
orl,21.0,34.0,102.0,mia,18.0,36.0,101.0,2,1
det,19.0,42.0,86.0,orl,22.0,54.0,109.0,1,10
brk,22.0,37.0,98.0,orl,26.0,45.0,100.0,1,21
cho,18.0,44.0,90.0,orl,16.0,53.0,98.0,1,26
orl,21.0,42.0,90.0,den,22.0,47.0,93.0,13,1
orl,19.0,36.0,84.0,lal,16.0,60.0,101.0,6,1
orl,22.0,49.0,92.0,por,22.0,43.0,103.0,14,1
orl,28.0,34.0,121.0,chi,25.0,43.0,114.0,11,1
hou,22.0,39.0,120.0,orl,26.0,38.0,113.0,1,23
mem,22.0,39.0,96.0,orl,27.0,47.0,106.0,1,18
okc,18.0,33.0,99.0,orl,28.0,54.0,127.0,1,27
orl,29.0,42.0,118.0,det,35.0,45.0,128.0,10,1
orl,27.0,39.0,106.0,nyk,29.0,49.0,113.0,9,1
ind,22.0,33.0,99.0,orl,27.0,47.0,106.0,1,20
orl,14.0,44.0,94.0,mem,25.0,39.0,103.0,18,1
mil,14.0,49.0,100.0,orl,29.0,38.0,115.0,1,17
dal,21.0,42.0,93.0,orl,26.0,36.0,108.0,1,25
orl,23.0,44.0,97.0,okc,25.0,40.0,104.0,27,1
orl,27.0,39.0,103.0,sas,32.0,41.0,110.0,28,1
lal,26.0,48.0,103.0,orl,27.0,43.0,97.0,1,6
chi,21.0,45.0,97.0,orl,27.0,35.0,98.0,1,11
orl,18.0,33.0,80.0,was,25.0,53.0,96.0,22,1
nyk,13.0,44.0,89.0,orl,19.0,39.0,83.0,1,9
nop,22.0,42.0,95.0,orl,21.0,40.0,84.0,1,24
phi,19.0,38.0,103.0,orl,21.0,41.0,98.0,1,19
mia,17.0,50.0,90.0,orl,17.0,42.0,93.0,1,2
orl,22.0,40.0,88.0,atl,27.0,42.0,95.0,5,1
cho,16.0,44.0,83.0,orl,22.0,47.0,98.0,1,26
pho,21.0,42.0,100.0,orl,22.0,34.0,105.0,1,16
sac,29.0,37.0,119.0,orl,18.0,43.0,114.0,1,7
bos,20.0,56.0,103.0,orl,24.0,48.0,98.0,1,3
orl,15.0,45.0,86.0,ind,37.0,49.0,118.0,20,1
orl,21.0,33.0,91.0,mil,30.0,51.0,97.0,17,1
orl,20.0,50.0,88.0,bos,19.0,47.0,95.0,3,1
cle,24.0,44.0,108.0,orl,26.0,34.0,123.0,1,4
orl,19.0,40.0,94.0,hou,27.0,47.0,107.0,23,1
orl,28.0,41.0,102.0,dal,28.0,40.0,107.0,25,1
por,22.0,50.0,111.0,orl,13.0,44.0,104.0,1,14
den,26.0,40.0,100.0,orl,30.0,49.0,119.0,1,13
atl,19.0,42.0,83.0,orl,21.0,45.0,95.0,1,5
det,31.0,40.0,97.0,orl,22.0,41.0,111.0,1,10
sas,24.0,50.0,91.0,orl,20.0,49.0,103.0,1,28
orl,23.0,53.0,97.0,min,15.0,30.0,84.0,29,1
orl,23.0,45.0,97.0,mil,26.0,45.0,90.0,17,1
chi,21.0,44.0,105.0,orl,25.0,41.0,103.0,1,11
tor,21.0,46.0,99.0,orl,22.0,46.0,101.0,1,0
nyk,15.0,49.0,79.0,orl,22.0,46.0,80.0,1,9
